station,station_abbr,longitude,latitude
Goldach,GOL,47.47379815015066,9.466996927361095
Horn,HN,47.49317998027556,9.463387883336724
Arbon,ARB,47.51058773297893,9.433358582621892
Egnach,EGN,47.54399130382672,9.383017484104615
Rorschach,RS,47.47800197542581,9.505141287395228
Rorschach,RS,47.47800197542581,9.505141287395228
Rorschach,RS,47.47800197542581,9.505141287395228
Rheineck,RCK,47.46688593389784,9.59091263503288
St Margrethen SG,SMG,47.45321599373094,9.638261920244416
Au SG,AUSG,47.436115820448116,9.641259107516396
Heerbrugg,HEBG,47.41039250657922,9.62724882819775
Rebstein-Marbach,REB,47.3926400211565,9.586754094447363
Altstätten SG,ALT,47.374234807062585,9.556519883564427
Bern,BN,46.948832290498416,7.439130889923935
Gümligen,GUE,46.93432191878634,7.505504796286874
Rubigen,RUB,46.899169737980515,7.545368360419764
Münsingen,MS,46.873354149934194,7.559442396023067
Wichtrach,WCH,46.84161208605265,7.568855806828147
Kiesen,KI,46.81894382308368,7.575501284899162
Uttigen,UTI,46.794310517855656,7.582630437544529
Thun,TH,46.75485273059273,7.6296058286694795
Hindelbank,HBK,47.04956376075588,7.545410600757762
Lyssach,LYS,47.063760915445286,7.581323581830343
Burgdorf,BDF,47.06070072639059,7.621694473552613
Burgdorf,BDF,47.06070072639059,7.621694473552613
Burgdorf,BDF,47.06070072639059,7.621694473552613
Wynigen,WY,47.10517483137681,7.663506863498609
Herzogenbuchsee,HB,47.188086128257765,7.700958268527941
Langenthal,LTH,47.21730287148518,7.7847151355547215
Langenthal,LTH,47.21730287148518,7.7847151355547215
Langenthal,LTH,47.21730287148518,7.7847151355547215
Murgenthal,MGT,47.26538126991025,7.8321059408035305
Rothrist,RTR,47.3064556794499,7.8793964680403805
Worb SBB,WB,46.91522998629464,7.5648516066213505
Tägertschi,TI,46.882286333547356,7.580836569598528
Zäziwil,ZAE,46.8997523119679,7.662882111205927
Bowil,BOW,46.90004819357705,7.698053525927553
Signau,SIGN,46.919635083133386,7.725463169675512
Emmenmatt,EMM,46.94815408466326,7.747294833572195
Trubschachen,TSCH,46.9216999585638,7.846141964419142
Escholzmatt,ESCH,46.91534823139087,7.93637795765994
Hasle LU,HAS,46.97815166317875,8.046981752038914
Entlebuch,ENT,46.99369335592255,8.062364328881792
Schachen LU,SCHA,47.037973397169814,8.143258925428393
Malters,MAL,47.03858422127945,8.181971951783826
Littau,LIT,47.05306432009218,8.257113967090422
Chur,CH,46.853084162764006,9.52893773304132
Landquart,LQ,46.967440428355154,9.554044692079533
Maienfeld,MF,47.003840553312706,9.529216089685596
Bad Ragaz,BRAG,47.01030947810423,9.505224978107684
Oberriet SG,ORT,47.32348322398825,9.571377040040497
Salez-Sennwald,SAS,47.241449078943226,9.502335725261332
Buchs SG,BU,47.16841197936196,9.47863668891704
Sevelen,SEV,47.125374765566036,9.493835272443803
Sargans,SA,47.04482351441449,9.446260474660965
Sargans,SA,47.04482351441449,9.446260474660965
Sargans,SA,47.04482351441449,9.446260474660965
Mels,MELS,47.05374625630787,9.417758272295783
Flums,FMS,47.09661665325571,9.347929247885018
Walenstadt,WAL,47.11987360855105,9.312981453330117
Murg,MG,47.1131748554034,9.215041882504588
Mühlehorn,MH,47.11784024455007,9.173018052302428
Hünenberg Zythus,HUZY,47.17360756726198,8.450095247059698
Root D4,LBD,47.10482538750543,8.37376042104239
Bern Wankdorf,BNWD,46.96782576596223,7.465477800881859
Bern Wankdorf,BNWD,46.96782576596223,7.465477800881859
Zug Schutzengel,ZGSE,47.1737249216977,8.507242209320331
Mellingen Heitersberg,MELH,47.42807508777425,8.276363251209915
